0,,2
1,带领团队对入驻平台的商家进行日常管理，确保商品的质量和品质稳定，客户满意度高,2
2,定期向公司提交市场竞品项目分析报告,3
3,"""1.根据组织战略规划，优化经营管理工作方法，梳理授权以及优化人、财、物的相关流程",3
4,负责业务网点现场操作管理、营运质量管理、安全管理,4
5,负责点部营运管理工作,4
6,对区域重货集配站基础建设，人员，车辆，工具设备等资源投放推动、监控及优化,2
7,拜访客户，了解客户需求，改善客户关系，提高客户满意度:,2
8,大型企业销售流程（CRM)，供应链管理，新产品开发(PLM)，运营交付等领域系统开发项目经验,2
9,维持及发现运营异常情况和问题，确保快件时效、安全及客户满意度达到公司标准,2
10,"完成点部业务开拓及维护。""",2
11,与跨职能其他部门进行沟通，保障海外和大陆大客户销售组的需求及时跟进,2
12,"""1、门店LSS质量考核数据监控，针对重点门店质量改善跟进",2
13,管理全网全网络中转场资产设备维修及维护保养,2
14,及时对到发车晚点及突发事件进行处理、上报、跟进及反馈,3
15,"处理分部财务、行政及其他相关工作。""",4
16,"""1、规划负责分部的发展（区域、人员、资源），实现分部经营目标(分部即网点，网点人员100-300人不等）",2
17,统筹地区会议管理体系的应用、优化与落地,3
18,依据对集团战略的理解，对相关行业进行研究并对潜在投资项目进行筛选，比较、评估潜在投资项目的投资价值与风险，并持续跟踪行业及行业公司的发展动态,2
19,监督实施物流体系职责与管理标准,4
20,熟悉各种元器件的品名规格以及功能等常识，会分析电路原理，看懂原理图，动手能力强,2
21,推动异常指标改进措施的实施,3
22,针对战略问题与其他部门讨论，并将讨论结果转化为规划方案的输入，进行规划方案在集团高层层面的汇报和审核,3
23,"""1、有效执行仓储营运及质量改善有关管理制度、操作标准、作业指令，提升仓储营运能力和质量水平",2
24,协调相关部门、推动产品落地,3
25,"""1.	规范收派员和仓管的操作流程，进行现场操作辅导，提高员工实操技能",2
26,"上级交办的其它事项。""",0
27,"""1、负责微信和丰声公众号内容的创意和产出，制定宣传和内容输出的策略，完成部门和包装产品的介绍和宣传文案",2
28,关注冷运行业的竞争环境，收集竞争情报，跨业务线沟通合作的基础上开展竞争分析，结合第三方数据产品输出竞争分析报告，支持高层及业务线决策,2
29,"协助领导解决管理问题，提升分部营运质量，保证快件时效实现和快件安全；营运数据监控，发现异常及时整改。""",2
30,"""主要职责：",1
31,"""1、分点部日常管理及正常营运工作，对分部发展方向的思考,对整体团队的领导和把控",2
32,协助并参与建立公司内部良好的沟通渠道，协调各部门关系,3
33,"""1、	负责流程的传达、落实工作，反馈执行过程中的问题和困难以及改善方法",3
34,熟练使用电烙铁、万用表、示波器等维修工具，会焊BGA芯片，有平板电脑主板、手机主板、台式电脑主板等维修经验，累计电子行业主板9年以上的维修工作经验,2
35,定期分析粉丝消费、互动数据，有针对性地开展粉丝互动活动,2
36,业务单元战略规划制定：协助集团各业务单元基于集团战略规划制定其各自业务战略,3
37,"""1、根据国家安全相关的法律法规，结合公司的文化和政策，制定和优化安全、防损相关制度，制定并推进仓储安全各项指标和防损管控流程",3
38,"""1、	协助制定区域五年战略规划并将战略和经营计划分解到职能部门、地区；建设地区招聘队伍，提升招聘工作的质量",3
39,对点部人员的业务培训，合理分配工作，客观公正地对员工进行考核和奖罚,4
40,指标监控类：监控组织绩效指标，以及基它经营类基础性指标的达成情况，并提出关注/建议事项,3
41,组织或参与与全国营运效率优化相关的项目,2
42,负责对经营网点人员团队分析掌握,4
43,规划和筹建爱沙尼亚区跨境物流销售和产品团队2.制定爱沙尼亚区跨境物流服务的发展策略3.开展爱沙尼亚区物流产品设计和分析，定期对产品的收益进行管控，不断调整优化产品；4.协助制订项目产品与服务的筹备、运营、评估的流程；5.推出具有市场竞争力的个性化产品与服务,2
44,确保重货运营标准操作流程落地执行,2
45,日常开展库存货物、库内资产盘点及安防工作，有效落实人员作业安全教育，确保商品、资产、人员安全,2
46,控制送货和仓储成本,2
47,组织、推动并梳理各项日常工作及项目工作，保证工作目标的达成$,3
48,负责地区分点部各项操作流程SOP的制作、培训、落实,3
49,管理分、点部现场操作及营运质量的管控，控制分部应收帐款及时回收率，控制点部费用支出,4
50,"根据大陆及海外大客户销售管理的需求设计行业解决方案。""",2
51,LeadandmanagechangesthatarenecessarytotheachievementoftheSFvision.,2
52,"""1、根据公司战略及地区市场特点，制定地区销售策略，达成地区经营指标",3
53,策划与运营线上活动，提升用户活跃与粘性,2
54,定期开展各种形式的辅导，培养团队的销售管理能力，负责地区销售团队人才盘点及后备人才梯队建设，参与关键岗位招聘，激励团队氛围，提升团队凝聚力,2
55,"""1、分析地区问题件的产生原因，并制订措施，进行改善",3
56,创建高绩效分部团队和良好组织气氛，不断提高员工质量和员工满意度,2
57,组织和协助各业务单元制定战略规划及关键战略举措，各业务单元的战略落地和经营情况分析,3
58,负责与分部及区部各职能部门的沟通及协调，反馈各项任务的执行与实施情况,3
59,领导并创新业务模式，适时与相关部门联系，尝试物流与金融业务的结合、物流与贸易业务的结合等新业务模式，拓展铁路与物流结合，开辟北站新的运营模式,2
60,"优化投诉、异常处理流程，改善服务质量，提升顾客满意率。""",2
61,提升地区的营运质量工作,2
62,负责分部现场操作管理、营运质量管理、业务达成管理,4
63,"""1、负责部门日常物流管理工作，包括：运输、仓储、配送、车辆管理等",4
64,协助进行相关经营项目进行成本测算分析，为经营决策提供参考依据,2
65,全流程挖掘、满足仓储客户服务需求，有效改善营运质量水平，不断提升客户满意度,2
66,负责分部团队管理，人员培训，合理分配工作，客观公正的实施员工考核及奖惩,4
67,协助各业务部门进行业务流程梳理重组、组织优化及设计、人力资源设计等具体方案的讨论和制定,3
68,推动需求管理机制在海外地区的落地与实施,3
69,"""1、针对公司战略重点项目、需求、及在工作中主动挖掘业务痛点，进行研究、完成多维度信息收集、加工、分析，撰写分析报告及给出结论；提出解决方案",2
70,"""1、规划分部的发展（区域、人员、资源），实现分部经营目标",2
71,推行精益化管理，管控经营成本，保持利润率的持续增长,2
72,负责业务网点日常管理工作，处理员工争议、纠纷等问题,4
73,"""1、引导分部及所辖分部（业务区域）日常管理工作",4
74,根据实际需求进行敏捷课程培训,2
75,负责与相关媒体对接，做好项目推广、活动策划、包装、宣传、跟进等实施工作,3
76,成本分析类：配合企划负责人完成分拨区成本分析及管控工作,2
77,"""1、协助开展新型网点日常运营工作，保证新型网点顺利落地",2
78,通过数据分析，为产品提供决策支持,2
79,②组织实施中转场现场检查和改善工作，提升中转场管理、操作标准化等工作的质量,2
80,营运项目的跟进,3
81,"""1、规划网点的发展（区域、人员、资源），实现分部经营目标",2
82,"维护分部所在区域的公共关系，塑造良好社会和品牌形象。""",2
83,"""1、负责站点开发",4
84,负责各网点营运管理工作,4
85,协助销售、营运、财务等市场开发、客户运维、帐单核对，挖掘增值渠道、提升仓储收入,2
86,"完成上级领导交付的其他工作任务""",0
87,"协同各部门开展整合的具体实施工作，并做好相关沟通及风险管控""",3
88,配合项目组内部各事项性工作的联合推动,3
89,推动并维护五元素行动方案系统和管理方法，并在系统推广使用过程中提供技术支持,2
90,对安防工程进行规划和管理，对安防设备管理、安全防护设备投入和保安队伍的管理,4
91,各处室职能工作对接跟进，负责BU内部需求沟通平台的搭建、跟进与评价,3
92,统筹和推动海外地区承接海外大区全景图重点工作及其他临时性工作，负责过程管理及跟进，推动整体战略在地区的实施,3
93,落实分部现场操作管理及营运质量管理,4
94,"关注地区市场相关信息，为总部决策提供数据及信息支持。""",3
95,"⑥完成上级交付的其他工作任务。""",0
96,"""1、负责传达公司政策，并完成点部日常管理工作",4
97,检查、整改操作现场的质量,4
98,结合项目实际执行状况，统筹各种资源，有效管理及分配,3
99,配合推动组织绩效管理相关规章制度、流程及步骤的执行，协调本层级的组织绩效信息和数据收集、系统操作等，管控、反馈实施过程需要支持事项,3
100,核查静态路由异常数据，并进行维护,2
101,负责分部应收账款及时回收率、控制点部费用支出,4
102,"维护分部所在区域的公共关系，塑造良好社会和品牌形象；""",2
103,研究枢纽近期、远期处理能力需求及其规模，制定科学合理的分期建设方案,2
104,监督规业务开发行为，持续拓展健康业务,2
105,负责分部现场操作管理及营运质量管理,4
106,"""1、提高地区经营管理质量，确保地区稳健发展",2
107,"""1、	根据公司的物流仓储配送业务规划，为客户提供仓储物流服务(包含仓储、分拣及相关增值服务)，并为公司内部其它部门的仓储配送业务提供服务",2
108,将业务相关信息转换成仿真数据，比如场地设备、布局、皮带、参数等,2
109,发现运营中的管理问题，提升分部营运质量，保证快件时效实现和快件安全，防止和处理异常情况，确保公司资产、资金、人员的安全,2
110,实行全面质量管理，坚持“质量第一”，“用户至上”的方针，确保产品质量稳定提高，满足用户需求，不断争创名牌,2
111,经营分析：关键报告的撰写、统筹或组织各部门联合完成,3
112,"有一定沟通能力协调能力，能很好对接业务与IT，推动管理项目进行。""",2
113,规范各品类商品管理标准与操作规范，包括品质、价格、陈列、库存、损耗、毛利等，并推广实施,2
114,关键报告体系搭建及经营分析报告输出，负责经营管理指标和组织绩效考核方案的制定与推动执行，数据通报,3
115,承接公司经营管理方法论及工具在业务区的运用与推广,2
116,发现运营中的管理问题，提升分部营运质量，保证快件时效实现和快件安全,2
117,"""1、熟悉铁路政策、物流政策，根据集团年度目标安排落实制铁联公司营销计划并实施，实施大营销战略，带领团队完成年度总体目标任务",3
118,定期巡查门店，对门店质量问题进行输出整改,2
119,负责将区部各项制度的传达及落实至实处，细化中转场作业标准化的发展进程,3
120,推动分部品牌建设工作，提升品牌影响力,2
121,收集、整理市场客户信息，定期进行调研分析，撰写营销分析报告，为后期工作提供信息支持,2
122,负责对仓库运营操作过程中问题件的控制，制定改进计划，提升营运质量,2
123,"""1.	支持海外国家和大陆大客户销售管理组管理潜力客户RFP招标流程，包裹准备方案满足客户需求",2
124,负责重货场地在新增、改造、搬迁过程中的场地规划、使用及作业流程进行审核,2
125,培养目标经营管理岗位，6-9个月基层岗位历练，通过培养评估后定岗,4
126,"搭建、培养仓储营运管理团队，有效开展团队建设活动，改善员工工作氛围，提高员工满意度。""",2
127,"部门负责人临时交代事宜。""",3
128,对商品销售、毛利提升进行指导和监控，协助达成销售预算,2
129,"完成公司领导交代的其他工作。""",0
130,"""1、完成地区同城业务开发及产品销售工作",2
131,"""1、负责传达公司政策、工作要求",3
132,"重点关注关键人才队伍，推动组织人才发展。""",3
133,参与所在区域、城市项目的工程建设需求管理，并关注工建项目进展，就造价、工期等提出建议,3
134,协助总部推动仓储创新机制，提升仓库创新与持续改善能力,2
135,协助业务单元战略规划制定：协助集团各业务单元基于集团战略规划制定其各自业务战略,3
136,推动相关战略管理及战略评价的制度、流程，跟进、评价并反馈各职能部门、地区战略执行情况,3
137,"""1、根据公司整体战略，制定重货业务市场营销规划及策略，提升重货业务市场的占有率",2
138,协助各业务部门对整合对象进行现状分析、并制定整合的总体计划,3
139,?	负责所辖仓库内的规划及现场管理、服务质量、成本与人员管理等,4
140,"公司项目考核相关工作""",3
141,负责与区部各职能部门、业务区的沟通、协调，确保中转场各项工作有序开展,3
142,"完成领导、上级交办的其他工作。""",0
143,"负责分部的安全管理工作""",4
144,"负责对中转批次、操作流程、中转场场地布局及设备配置等整体规划工作。""",2
145,指导分部及所辖点部现场操作管理及营运质量管理，保证客户感知度，提升客户满意度,2
146,④撰写流程制度改善、操作标准化提升等相关公文,2
147,"完成上级交办的其他工作任务；""",0
148,"与其他同事协作工作，完成领导安排的其他工作。""",0
149,创建高绩效分部团队和良好组织气氛，不断提高员工质量和员工满意度:,2
150,"""①制定中转场标准化推广实施指引，指导中转场实施",3
151,了解客户需求，改善客户关系，提高客户满意度,2
152,负责现场操作管理及营运质量管理,4
153,负责对业务网点人员的业务培训，合理分配工作，客观公正地对员工进行考核和奖惩,4
154,"""1、进行冷运行业及潜在投资标的公司研究分析，梳理冷运行业及潜在投资标的关键经营和财务指标，构建撰写投资项目立项报告",2
155,负责顺丰仓储业务板块整体战略与经营计划制定。包括市场趋势研究，市场竞争分析，目标细分市场研究，资源投入布局规划等2、负责顺丰仓储业务相关的新业务领域与新业务模式研究，洞察，形成较好的方法论推动与落地；3、参与仓储业务相关的战略投资、并购与战略合作项目的推进与落地。包括：仓储相关投资方向与领域研究，具体投资标的业务模式与业务契合度分析，投后管理与内部协同推进,2
156,作为地区大客户内部沟通的接口，协调、推动跨地区相关的工作,3
157,搭建海外地区关键报告体系，制定相应模板，并推动地区实施运用,3
158,负责中转场人员管理及团队建设,4
159,提高地区经营管理质量，确保地区稳健发展,2
160,"推动仓储运营流程标准化的建立。""",2
161,执行对点部人员的业务培训，合理分配工作，客观公正地对员工进行考核和奖罚,4
162,协助事业部负责人制定公司的发展战略，并根据内外部环境变化进行调整,3
163,"""1.支持管理层，支持集团整体战略规划的制定和分解",3
164,负责控制点部应收帐款及时回收率，控制点部费用支出,2
165,推动地区品牌建设工作，提升品牌影响力,2
166,"""1、负责点部日常管理工作，处理员工争议、纠纷等问题",4
167,"""1、在项目立项阶段与项目经理沟通确认项目交付方式",3
168,编写经营分析报告，协助总结回顾组织绩效完成情况,3
169,主持、推动关键管理流程和规章制度，及时进行组织和流程的优化调整、领导营造企业文化氛围、完善企业管理制度，塑造和强化公司价值观,3
170,协助跟进中转班次优化进度，并提出中转班次优化建议,2
171,有能力准备操作流程和分析成本及服务水平。支持客户引入，监督新客户方案落地情况。向潜力客户和内部员工提供给解决方案、呈现和推广方案,2
172,"统筹搭建地区大数据平台，建立分析制度，规范并完善体制。""",3
173,"承办上级交付的各项工作任务。""",0
174,协助仓库负责人进行仓库日常管理工作，在突发情况下能积极调动其它可用资源，确保仓库的货物出入库、配送工作顺畅,2
175,规划与建立区域快递网络的干线/支线投放模型,2
176,协助审核全网中转、班次、路由规划的合理性,2
177,营运标准及稽核,4
178,负责对中转过程中问题数据进行汇总、分析，拟定具体改进计划,3
179,负责与设计对接，制作沙盘模型,2
180,做好仓库6S管理，防范库存货物、仓库资产、人员作业风险,2
181,组织制定冷运监控管理制度，提供专业意见，并推动实施$2、组织、推动并梳理各项日常工作及项目工作，保证工作目标的达成$3、组织全网进行管理稽核，确保冷运监控各项工作得到有效执行$4、按冷运实际操作模式提出监控系统需求并推动相关模块实现$5、设定团队成员的工作计划与工作目标，并对工作进行指导，带领团队及成员达成工作目标$6、完成上级交付的其他工作任务,3
182,负责冷库仓储、中转、配送的人员管理和团队建设,2
183,根据区域战略和经营计划，管控快件、人员、资产、资金和客户的生命循环,2
184,开展6S培训和管理，促进员工工作环境的改善,4
185,"""1、提高分部经营管理质量，确保分部稳健发展",2
186,负责点部内部用工风险管理,4
187,负责对业务网点人员的业务培训，合理分配工作，客观公正地对员工进行考核和奖罚,4
188,负责建立数据处理和产能分析模型，提升分析效率，辅助项目决策,2
189,"监管仓库冷藏设备的管理。""",4
190,维护现场的作业秩序，强化安全运作，确保现场操作安全高效,2
191,日常开展库存货品、库内资产盘点以及安防工作，有效落实人员作业安全教育，确保商品、资产、人员等安全,2
192,经营战略和计划执行情况、资金运用情况和盈亏情况、机构和人员调配情况及其他重大事宜,3
193,"""商品经营",2
194,依照总部制定的制度、流程、方案和实施细则，协助营运高级经理组织拟订本区运作方案、流程、制度,3
195,制定冷库仓储、中转、配送年度工作计划，完成年度经营管理、运营任务和KPI考核指标,2
196,协助监控行动方案的实施进度及完成情况,3
197,负责招商物料的设计与制作,4
198,"执行总部、区部各项制度的上传下达。""",3
199,与市场调研组合作分析竞争对手方案、行业解决方案趋势，包括3C类，服装类，汽车配件类，医药类和生鲜食品,2
200,"""1、对区域重货网络的干线/支线投放和规划提供意见和建议，与网络规划组共同推进重货网络建设",2
201,?	引导和管理为实现顺丰发展愿景所带来的必要的变革,2
202,根据公司经营战略制定并落实重货业务关键绩效指标并监控执行管理,3
203,全面掌握市场形势，及时了解客户期望，外部竞争环境和快递行业的相关要求,2
204,"③负责并协助业务方案专员月度销售计提核算，以及其他收入管理类工作等。""",4
205,"不断完善商家管理制度、流程与合同，引入核心商品的招标机制。""",2
206,文字可塑性强，熟悉各类文体，拥有饱满的创作热情；善于讲故事，了解受众心理，能够用文字和读者建立情感链接,2
207,"协助企划高级经理推动、落实各类管理工具在地区的使用；""",3
208,规划分部的发展（区域、人员、资源），合理处理员工诉求，提高员工满意度,2
209,做好客户的开发与维护工作，开拓市场，扩大市场占有率，拜访客户，了解客户需求，改善客户关系，提高客户满意度,2
210,挖掘产品、项目、会展活动亮点，通过与工程师、地区同事的沟通访谈，根据企业品牌传播调性进行文字化的包装,2
211,"战略合作与投资机会评估：基于集团战略规划，确认外部合作、投资需求，并进行针对潜在合作对象、投资标的的研究和评估。""",3
212,开展6S培训和管理，促进员工工作环境的改善，防止和处理异常情况，确保公司资产、资金、人员的安全,2
213,整理编写商业数据分析报告，及时发现和分析其中变化和问题，为业务发展提供决策支持,2
214,负责搭建公司直播视频运营团队,2
215,负责项目的需求调研、数据分析、商业分析和数据挖掘模型等，通过对运行数据进行分析挖掘背后隐含的规律及对未来的预测,2
216,跟进各项决议事项，与职能部门进行有效的沟通，推动各项决议的落地执行,3
217,"完成上级交办的其他工作任务。""",0
218,"""1、行业洞察与竞争分析，新业务、新机会研究",2
219,"""岗位职责:",1
220,协助负责产业园招商工作，依据产业规划，制定并落实招商策略，提高客户入驻率,3
221,负责中转批次、航线、陆运干线的规划和优化,2
222,承接总部/大区/地区下达的各类销售专项任务制定本地实施计划，负责协调资源推动销售团队达成收入目标，同时指导分点部达成业绩目标,3
223,负责点部内部用工风险管理；负责点部人员管理及团队建设,4
224,"""跟进地区关键报告的实施运用",3
225,"负责对本单位管辖车辆安全生产负责，异常事件上报、组织领导本辖区的车辆事故应急救援及处理；""",4
226,"""1、规划机场旗舰店的发展（区域、人员、资源），实现经营目标",2
227,"负责与各职能部门的沟通及协调，反馈各项任务的执行与实施情况。""",3
228,"负责与区部各职能部门的沟通及协调，反馈各项任务的执行与实施情况。""",3
229,按冷运实际操作模式提出监控系统需求并推动相关模块实现$,2
230,准备交易方案和交易文件并参与投资项目的谈判,3
231,定期抽查账物相符情况，监督数据系统录入与手工登记情况，确保仓储系统和台账登记数据准确,3
232,依据公司业务的发展策略，给出系统架构蓝图，推进落地执行，支撑未来业务发展,2
233,"""1、	参与目标地块一二级开发土地获取的相关工作，包括对意向投资地块组织开展可行性研究和经济测算，开发模式设计、规划设计建议、商务谈判、土地征迁、政府协调等工作",3
234,跟进地区网点微仓收货等相关工作,2
235,优化双温冷藏车技术的设计，符合公司业务需要及监管部门的要求,2
236,负责客户需求研究与分析,2
237,日常营运质量管控,4
238,"负责团队人员招聘、培养、诉求满足、沟通关怀，营造和谐、激励的团队氛围。""",2
239,"""1.	根据国际事业部的方针和计划制定业务区的发展战略，实现战略目标的落地",3
240,"""1.经营分析类：收集经营指标数据，统筹编写分拨区经营分析报告/述职报告（如月度、季度、半年、年度），统筹组织分拨区经营分析会议的召开，输出工作事项",3
241,完成点部业务开拓及维护,2
242,客户引入及维护,2
243,"积极完成上级领导交付的其他工作任务。""",0
244,"输出业务分析报告，为业务发展提供决策支持""",2
245,?	组建职能团队支持业务发展,2
246,中转批次设置，快件生命周期缩短等方面做出数据统计分析，提出可行性建议,2
247,规划分部的发展（区域、人员、资源），实现分部经营目标,2
248,负责公司直播相关产品的运营执行和规划，塑造内容及调性把控，积极引导直播平台氛围、流量和影响力，提炼、整理、包装有价值的优质内容，负责内容架构，组织策划热点话题，策划活动，打造直播平台栏目,2
